cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.stopped,Choice.stopped,choice_pain.keys,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,choice_pain.rt,key_resp_3.started,key_resp_6.started,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate,
aigu,moderee,stimuli/660Hz,stimuli/moderee,,,,,,,,0,0,0,2,,,,,,,,,,,,,18.7289586,19.813291600000014,80.0362868,3.6,83.70411200000001,87.3182989,87.31504618000002,0.30100859999998875,87.75217,87.75217,90.2384098,90.2384098,None,93.5935887,93.5935887,19,3.307,,,,sub-041,40,65,700,bloc_loop.csv,2023-08-16_14h46.54.382,PainUncertainty,2022.2.5,142.8742877716577,
aigu,forte,stimuli/660Hz,stimuli/forte,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,4.9,93.5935887,98.49637470000002,98.49650979000002,0.30551249999999186,98.94506480000001,98.94506480000001,,,m,104.47848950000002,104.47848950000002,44,3.224,2.248245699999984,,,sub-041,40,65,700,bloc_loop.csv,2023-08-16_14h46.54.382,PainUncertainty,2022.2.5,142.8742877716577,
grave,forte,stimuli/330Hz,stimuli/forte,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,4.3,104.47848950000002,108.7826791,108.78254559,0.3012343000000044,109.2269914,109.2269914,,,m,112.79282270000002,112.79282270000002,42,1.483,2.0028179999999622,,,sub-041,40,65,700,bloc_loop.csv,2023-08-16_14h46.54.382,PainUncertainty,2022.2.5,142.8742877716577,
grave,moderee,stimuli/330Hz,stimuli/moderee,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,4.4,112.79282270000002,117.19307370000001,117.19321589000002,0.30499530000000163,117.63764840000002,117.63764840000002,,,n,122.16496990000002,122.16496990000002,13,3.899,0.6039362999999582,,,sub-041,40,65,700,bloc_loop.csv,2023-08-16_14h46.54.382,PainUncertainty,2022.2.5,142.8742877716577,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,0,0,1,,,,,,,,4.2,172.267354,176.47078090000002,176.47075779000002,0.30547880000000305,176.9150257,176.9150257,,,m,179.6837787,179.6837787,44,1.892,0.8208527999999546,,,sub-041,40,65,700,bloc_loop.csv,2023-08-16_14h46.54.382,PainUncertainty,2022.2.5,142.8742877716577,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,1,1,4,,,,,,,,4.2,179.6837787,183.88839540000004,183.88838139000003,0.30512509999999793,184.33305640000003,184.33305640000003,,,m,187.37664460000002,187.37664460000002,45,2.406,0.5593059999999355,,,sub-041,40,65,700,bloc_loop.csv,2023-08-16_14h46.54.382,PainUncertainty,2022.2.5,142.8742877716577,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,2,2,5,,,,,,,,3.9,187.37664460000002,191.2780846,191.27819909000002,0.3051135999999701,191.726046,191.726046,,,n,196.4236828,196.4236828,10,3.996,0.6326604999999859,,,sub-041,40,65,700,bloc_loop.csv,2023-08-16_14h46.54.382,PainUncertainty,2022.2.5,142.8742877716577,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,3,3,0,,,,,,,,3.8,196.4236828,200.22363180000002,200.22372849,0.30522880000000896,200.6679711,200.6679711,,,m,204.9449452,204.9449452,35,3.171,1.0395624999999882,,,sub-041,40,65,700,bloc_loop.csv,2023-08-16_14h46.54.382,PainUncertainty,2022.2.5,142.8742877716577,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,4,4,3,,,,,,,,3.2,204.9449452,208.148905,208.14908229000005,0.30474149999997735,208.59650010000001,208.59650010000001,,,m,213.2415026,213.2415026,37,3.726,0.8631940000000213,,,sub-041,40,65,700,bloc_loop.csv,2023-08-16_14h46.54.382,PainUncertainty,2022.2.5,142.8742877716577,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_1,prob20hthp_12trials.xlsx,4,48,20,80,0,,,,,0,0,0,0,0,5,5,11,,,,,,,,4.1,213.2415026,217.34437480000003,217.34439459,0.30505850000002965,217.79266640000003,217.79266640000003,,,n,223.31366780000002,223.31366780000002,16,3.434,2.013259699999992,,,sub-041,40,65,700,bloc_loop.csv,2023-08-16_14h46.54.382,PainUncertainty,2022.2.5,142.8742877716577,
